stratum,priority,block,gene_id,plat_gene_id,perc_id_hp,human_tx,platypus_tx,human_tx_rule,platypus_tx_rule,reason,aln_first_block_human,aln_first_block_platypus,aln_n_matched_codons,aln_n_blocks,aln_indel_frac,aa_identity,prefix_codon_human,prefix_codon_platypus
0,66,3135,ENSG00000136933,ENSOANG00000013292,62.6344,ENST00000373538,ENSOANT00000064444,canonical,canonical,pass,0-3,0-3,370.0,5.0,0.090909,0.640541,18.0,55.0
0,67,5685,ENSG00000177548,ENSOANG00000003014,60.8084,ENST00000358201,ENSOANT00000072036,canonical,canonical,pass,0-3,0-3,534.0,15.0,0.107023,0.672285,22.0,25.0
0,68,6733,ENSG00000187550,ENSOANG00000032023,64.3678,ENST00000413299,ENSOANT00000041935,canonical,canonical,pass,0-13,0-13,340.0,4.0,0.022989,0.667647,20.0,13.0
0,69,5249,ENSG00000170222,ENSOANG00000050078,54.6784,ENST00000379774,ENSOANT00000070277,canonical,canonical,no_start_codon_platypus(GGG),,,,,,,,
0,70,6702,ENSG00000065325,ENSOANG00000040079,59.3128,ENST00000262441,ENSOANT00000074311,canonical,canonical,window_starts_too_late(h62>30),0-3,0-3,538.0,14.0,0.047788,0.63197,,
0,71,3726,ENSG00000102098,ENSOANG00000010511,56.5714,ENST00000251900,ENSOANT00000048106,canonical,canonical,pass,0-272,0-272,675.0,13.0,0.042553,0.614815,0.0,0.0
0,72,4754,ENSG00000164744,ENSOANG00000003087,56.8627,ENST00000297325,ENSOANT00000004889,canonical,canonical,window_starts_too_late(h39>30),0-26,0-26,345.0,6.0,0.036313,0.594203,,
0,73,6548,ENSG00000204315,ENSOANG00000036168,57.0201,ENST00000375156,ENSOANT00000056507,canonical,canonical,window_starts_too_late(h52>30),0-4,0-4,336.0,9.0,0.061453,0.619048,,
0,74,4904,ENSG00000166153,ENSOANG00000005587,58.4677,ENST00000550587,ENSOANT00000008887,canonical,canonical,window_starts_too_late(h51>30),11-23,0-12,467.0,10.0,0.113852,0.62955,,
0,75,4718,ENSG00000164342,ENSOANG00000004937,58.0752,ENST00000296795,ENSOANT00000007826,canonical,canonical,pass,0-7,0-7,899.0,3.0,0.00663,0.585095,22.0,23.0
0,76,3358,ENSG00000139970,ENSOANG00000011849,58.634,ENST00000267484,ENSOANT00000018782,canonical,canonical,window_starts_too_late(h70>30),0-5,0-5,728.0,20.0,0.061856,0.656593,,
0,77,6813,ENSG00000244242,ENSOANG00000037018,59.2105,ENST00000340134,ENSOANT00000047749,canonical,canonical,window_starts_too_late(h137>30),0-1,0-1,210.0,11.0,0.078947,0.666667,,
0,78,4320,ENSG00000133131,ENSOANG00000000372,57.0971,ENST00000355610,ENSOANT00000000610,canonical,canonical,pass,0-1,0-1,909.0,19.0,0.12089,0.610561,28.0,10.0
0,79,1857,ENSG00000114248,ENSOANG00000003718,57.971,ENST00000316428,ENSOANT00000060911,canonical,canonical,pass,0-39,0-39,550.0,5.0,0.021352,0.583636,0.0,0.0
0,80,2931,ENSG00000134574,ENSOANG00000006247,64.1686,ENST00000256996,ENSOANT00000009998,canonical,canonical,window_starts_too_late(h67>30),0-14,0-14,423.0,7.0,0.124224,0.666667,,
0,81,4457,ENSG00000162148,ENSOANG00000010806,56.2353,ENST00000338608,ENSOANT00000031582,canonical,canonical,window_starts_too_late(h37>30),0-20,0-20,400.0,9.0,0.058824,0.6025,,
0,82,3568,ENSG00000143502,ENSOANG00000001446,53.8776,ENST00000366878,ENSOANT00000002293,canonical,canonical,pass,0-27,0-27,368.0,6.0,0.24898,0.725543,27.0,32.0
0,83,5480,ENSG00000173818,ENSOANG00000047965,59.2199,ENST00000518137,ENSOANT00000073904,canonical,canonical,pass,0-76,0-76,214.0,2.0,0.241135,0.780374,0.0,0.0
0,84,5689,ENSG00000177595,ENSOANG00000047980,59.8901,ENST00000347755,ENSOANT00000047258,canonical,canonical,no_start_codon_platypus(ACA),,,,,,,,
0,85,5337,ENSG00000171604,ENSOANG00000038584,62.4224,ENST00000302517,ENSOANT00000058630,canonical,canonical,window_starts_too_late(h54>30),0-4,0-4,271.0,9.0,0.158385,0.756458,,
0,86,1609,ENSG00000109943,ENSOANG00000011158,56.2341,ENST00000227348,ENSOANT00000017682,canonical,canonical,pass,0-1,0-1,392.0,9.0,0.102975,0.563776,14.0,16.0
0,87,5955,ENSG00000183208,ENSOANG00000036614,58.961,ENST00000329600,ENSOANT00000064559,canonical,canonical,pass,0-10,0-10,370.0,8.0,0.038961,0.624324,23.0,20.0
0,88,3064,ENSG00000136114,ENSOANG00000043188,62.0892,ENST00000258613,ENSOANT00000065802,canonical,canonical,pass,0-181,0-181,846.0,11.0,0.013986,0.632388,0.0,0.0
0,89,4179,ENSG00000156170,ENSOANG00000046530,62.4625,ENST00000396124,ENSOANT00000055901,canonical,canonical,window_starts_too_late(h99>30),0-1,0-1,235.0,2.0,0.294294,0.889362,,
0,90,2143,ENSG00000119431,ENSOANG00000041831,64.1434,ENST00000374180,ENSOANT00000053867,canonical,canonical,pass,0-5,0-5,248.0,3.0,0.011952,0.653226,7.0,5.0
0,91,2408,ENSG00000124688,ENSOANG00000001957,61.6788,ENST00000372171,ENSOANT00000003109,canonical,canonical,pass,0-4,0-4,264.0,2.0,0.036496,0.640152,14.0,4.0
0,92,4943,ENSG00000166454,ENSOANG00000051099,60.5103,ENST00000299575,ENSOANT00000050280,canonical,canonical,no_start_codon_platypus(CAA),,,,,,,,
0,93,874,ENSG00000094631,ENSOANG00000002256,52.0165,ENST00000334136,ENSOANT00000070249,canonical,canonical,no_start_codon_platypus(CGC),,,,,,,,
0,94,4380,ENSG00000160294,ENSOANG00000013563,61.0101,ENST00000291688,ENSOANT00000061452,canonical,canonical,window_starts_too_late(h45>30),0-15,0-15,1953.0,26.0,0.039823,0.631848,,
0,95,6588,ENSG00000205177,ENSOANG00000039291,54.4041,ENST00000379011,ENSOANT00000057837,canonical,canonical,pass,12-53,0-41,150.0,7.0,0.222798,0.706667,12.0,0.0
0,96,3624,ENSG00000144488,ENSOANG00000015589,55.5224,ENST00000343063,ENSOANT00000024558,canonical,canonical,pass,0-160,0-160,896.0,25.0,0.108458,0.642857,0.0,0.0
0,97,4655,ENSG00000163946,ENSOANG00000010151,63.5928,ENST00000683822,ENSOANT00000046621,canonical,canonical,pass,0-14,61-75,1631.0,29.0,0.065865,0.660944,14.0,79.0
0,98,4269,ENSG00000158023,ENSOANG00000006215,54.134,ENST00000288912,ENSOANT00000009940,canonical,canonical,no_start_codon_platypus(GCA),,,,,,,,
0,99,3432,ENSG00000196588,ENSOANG00000044653,58.0019,ENST00000355630,ENSOANT00000054617,canonical,canonical,no_start_codon_human(GTG),,,,,,,,
0,100,56,ENSG00000006282,ENSOANG00000006951,61.2219,ENST00000006658,ENSOANT00000059692,canonical,canonical,no_start_codon_platypus(GTG),,,,,,,,
0,101,5850,ENSG00000181004,ENSOANG00000013636,52.8169,ENST00000314218,ENSOANT00000021519,canonical,canonical,pass,2-152,0-150,699.0,9.0,0.022378,0.543634,2.0,0.0
0,102,5705,ENSG00000177943,ENSOANG00000010204,57.08,ENST00000317446,ENSOANT00000074882,canonical,canonical,pass,0-9,0-9,1101.0,28.0,0.134434,0.605813,13.0,35.0
0,103,2273,ENSG00000121940,ENSOANG00000014490,59.7096,ENST00000369969,ENSOANT00000051462,canonical,canonical,pass,0-53,0-53,538.0,14.0,0.080342,0.643123,0.0,0.0
0,104,3139,ENSG00000136938,ENSOANG00000010774,55.3785,ENST00000339399,ENSOANT00000053356,canonical,canonical,no_start_codon_platypus(TTC),,,,,,,,
0,105,388,ENSG00000063978,ENSOANG00000045071,58.4211,ENST00000314289,ENSOANT00000063653,canonical,canonical,window_starts_too_late(h116>30),0-3,0-3,155.0,7.0,0.184211,0.741935,,
0,106,2580,ENSG00000128408,ENSOANG00000005535,54.1885,ENST00000614167,ENSOANT00000008795,canonical,canonical,pass,0-6,0-6,371.0,5.0,0.028796,0.560647,6.0,7.0
0,107,6821,ENSG00000248487,ENSOANG00000037506,57.9336,ENST00000273596,ENSOANT00000075725,canonical,canonical,pass,0-3,0-3,246.0,2.0,0.092251,0.646341,28.0,3.0
0,108,4403,ENSG00000160752,ENSOANG00000051014,60.8592,ENST00000368356,ENSOANT00000069320,canonical,canonical,window_starts_too_late(h76>30),66-75,0-9,352.0,2.0,0.159905,0.724432,,
0,109,810,ENSG00000089639,ENSOANG00000011826,51.2371,ENST00000203556,ENSOANT00000055408,canonical,canonical,no_start_codon_platypus(GCC),,,,,,,,
0,110,6071,ENSG00000185187,ENSOANG00000047205,53.6585,ENST00000431843,ENSOANT00000069720,canonical,canonical,pass,0-36,0-36,382.0,14.0,0.079518,0.60733,0.0,0.0
0,111,6572,ENSG00000204767,ENSOANG00000007807,60.5607,ENST00000377365,ENSOANT00000012439,canonical,canonical,pass,0-86,0-86,533.0,7.0,0.009294,0.613508,0.0,0.0
0,112,3377,ENSG00000140323,ENSOANG00000051188,62.7409,ENST00000267889,ENSOANT00000074237,canonical,canonical,no_start_codon_platypus(AGA),,,,,,,,
0,113,1933,ENSG00000162139,ENSOANG00000039167,52.4946,ENST00000294064,ENSOANT00000060224,canonical,canonical,window_starts_too_late(h42>30),0-5,0-5,399.0,10.0,0.13449,0.614035,,
0,114,2802,ENSG00000132463,ENSOANG00000013696,50.625,ENST00000254799,ENSOANT00000021603,canonical,canonical,window_starts_too_late(h166>30),0-1,0-1,313.0,3.0,0.347917,0.779553,,
0,115,1164,ENSG00000102738,ENSOANG00000015515,54.1772,ENST00000323563,ENSOANT00000024439,canonical,canonical,window_starts_too_late(h115>30),0-5,0-5,360.0,10.0,0.088608,0.619444,,
0,116,2207,ENSG00000120451,ENSOANG00000004066,51.7137,ENST00000265909,ENSOANT00000006457,canonical,canonical,pass,0-1,0-1,888.0,27.0,0.104839,0.599099,15.0,8.0
0,117,6143,ENSG00000186532,ENSOANG00000010879,56.9652,ENST00000305513,ENSOANT00000017239,canonical,canonical,pass,0-176,0-176,793.0,7.0,0.013682,0.586381,0.0,0.0
0,118,927,ENSG00000099814,ENSOANG00000005494,60.103,ENST00000414716,ENSOANT00000008732,canonical,canonical,pass,0-127,5-132,1474.0,59.0,0.094038,0.648575,0.0,5.0
0,119,6314,ENSG00000060237,ENSOANG00000011423,64.4836,ENST00000315939,ENSOANT00000050492,canonical,canonical,window_starts_too_late(h135>30),0-4,0-4,2232.0,68.0,0.113934,0.724462,,
0,120,4140,ENSG00000155363,ENSOANG00000022581,56.0319,ENST00000369645,ENSOANT00000062595,canonical,canonical,pass,0-41,14-55,978.0,15.0,0.024925,0.579755,0.0,14.0
0,121,5971,ENSG00000183479,ENSOANG00000000686,63.5593,ENST00000370231,ENSOANT00000001070,canonical,canonical,pass,0-233,0-233,236.0,2.0,0.016667,0.648305,0.0,0.0
0,122,3012,ENSG00000135587,ENSOANG00000040569,54.8463,ENST00000258052,ENSOANT00000076383,canonical,canonical,pass,0-260,0-260,408.0,9.0,0.035461,0.588235,0.0,0.0
0,123,5802,ENSG00000179943,ENSOANG00000040573,62.0968,ENST00000221665,ENSOANT00000052212,canonical,canonical,pass,0-1,0-1,437.0,17.0,0.118952,0.716247,19.0,25.0
0,124,4417,ENSG00000161031,ENSOANG00000005133,50.1736,ENST00000340880,ENSOANT00000008156,canonical,canonical,pass,0-3,0-3,520.0,14.0,0.097222,0.596154,3.0,5.0
0,125,4410,ENSG00000160888,ENSOANG00000041821,56.9507,ENST00000292433,ENSOANT00000049972,canonical,canonical,pass,0-71,0-71,217.0,10.0,0.106996,0.64977,0.0,0.0
0,126,186,ENSG00000023516,ENSOANG00000039050,55.2867,ENST00000025301,ENSOANT00000052081,canonical,canonical,pass,0-5,0-5,1842.0,29.0,0.031036,0.577633,5.0,8.0
0,127,2660,ENSG00000130055,ENSOANG00000040894,58.6271,ENST00000374382,ENSOANT00000068538,canonical,canonical,pass,0-24,0-24,507.0,6.0,0.059369,0.631164,26.0,24.0
0,128,3550,ENSG00000143321,ENSOANG00000040758,63.3333,ENST00000357325,ENSOANT00000051908,canonical,canonical,pass,0-117,0-117,216.0,8.0,0.1,0.736111,0.0,0.0
0,129,6315,ENSG00000196639,ENSOANG00000000983,60.7803,ENST00000431010,ENSOANT00000070716,canonical,canonical,pass,0-11,0-11,471.0,12.0,0.169312,0.643312,21.0,89.0
0,130,3508,ENSG00000142609,ENSOANG00000048215,53.9963,ENST00000682832,ENSOANT00000041017,canonical,canonical,window_starts_too_late(h62>30),0-13,0-13,1611.0,30.0,0.054022,0.581006,,
0,131,1524,ENSG00000108375,ENSOANG00000004578,64.4955,ENST00000407977,ENSOANT00000007254,canonical,canonical,pass,0-254,0-254,733.0,22.0,0.063857,0.702592,0.0,0.0
0,132,4810,ENSG00000165282,ENSOANG00000037268,55.1882,ENST00000378617,ENSOANT00000049409,canonical,canonical,pass,0-49,0-49,961.0,26.0,0.117539,0.636837,0.0,0.0
0,133,5085,ENSG00000168071,ENSOANG00000001281,52.8455,ENST00000356786,ENSOANT00000069371,canonical,canonical,window_starts_too_late(h105>30),0-2,0-2,1261.0,35.0,0.145664,0.645519,,
0,134,5410,ENSG00000172671,ENSOANG00000001775,59.2847,ENST00000344646,ENSOANT00000002828,canonical,canonical,pass,0-170,26-196,690.0,13.0,0.08971,0.631884,0.0,26.0
0,135,3076,ENSG00000136235,ENSOANG00000014205,61.7857,ENST00000258733,ENSOANT00000022400,canonical,canonical,pass,0-7,0-7,554.0,7.0,0.026362,0.631769,7.0,11.0
1,0,1435,ENSG00000106605,ENSOANG00000010688,67.2297,ENST00000265523,ENSOANT00000016955,canonical,canonical,window_starts_too_late(h33>30),0-2,0-2,296.0,6.0,0.054313,0.689189,,
1,1,6161,ENSG00000187068,ENSOANG00000015271,69.2,ENST00000335012,ENSOANT00000024042,canonical,canonical,window_starts_too_late(h64>30),0-2,0-2,244.0,9.0,0.215434,0.741803,,
1,2,3606,ENSG00000144115,ENSOANG00000010351,70.6612,ENST00000674334,ENSOANT00000016423,canonical,canonical,pass,0-246,0-246,480.0,4.0,0.026369,0.71875,0.0,0.0
1,3,6243,ENSG00000188811,ENSOANG00000015511,70.0288,ENST00000379600,ENSOANT00000024433,canonical,canonical,pass,0-127,0-127,336.0,4.0,0.069252,0.72619,0.0,0.0
1,4,4758,ENSG00000164761,ENSOANG00000009644,69.5761,ENST00000297350,ENSOANT00000015486,canonical,canonical,pass,0-4,0-4,401.0,5.0,0.139485,0.700748,9.0,74.0
1,5,5974,ENSG00000183527,ENSOANG00000006421,67.0139,ENST00000331573,ENSOANT00000010248,canonical,canonical,window_starts_too_late(h50>30),0-19,0-19,287.0,4.0,0.036913,0.679443,,
1,6,2448,ENSG00000125531,ENSOANG00000041710,66.0377,ENST00000370097,ENSOANT00000048685,canonical,canonical,window_starts_too_late(h36>30),0-3,0-3,311.0,7.0,0.111429,0.70418,,
1,7,5076,ENSG00000167992,ENSOANG00000021542,67.2251,ENST00000335613,ENSOANT00000048832,canonical,canonical,pass,0-310,0-310,940.0,19.0,0.045685,0.706383,0.0,0.0
